"AIRPORT","DISPLAY_AIRPORT_NAME","DISPLAY_AIRPORT_CITY_NAME_FULL","AIRPORT_WAC","AIRPORT_COUNTRY_NAME","AIRPORT_COUNTRY_CODE_ISO","AIRPORT_STATE_NAME","AIRPORT_STATE_CODE","AIRPORT_STATE_FIPS","CITY_MARKET_ID","DISPLAY_CITY_MARKET_NAME_FULL","CITY_MARKET_WAC","LATITUDE","LONGITUDE",
"01A","Afognak Lake Airport","Afognak Lake, AK",1,"United States","US","Alaska","AK","02",30001,"Afognak Lake, AK",1,58.10944444,-152.90666667,
"03A","Bear Creek Mining Strip","Granite Mountain, AK",1,"United States","US","Alaska","AK","02",30003,"Granite Mountain, AK",1,65.54805556,-161.07166667,
"04A","Lik Mining Camp","Lik, AK",1,"United States","US","Alaska","AK","02",30004,"Lik, AK",1,68.08333333,-163.16666667,
"05A","Little Squaw Airport","Little Squaw, AK",1,"United States","US","Alaska","AK","02",30005,"Little Squaw, AK",1,67.57000000,-148.18388889,
"06A","Kizhuyak Bay","Kizhuyak, AK",1,"United States","US","Alaska","AK","02",30006,"Kizhuyak, AK",1,57.74527778,-152.88277778,
"07A","Klawock Seaplane Base","Klawock, AK",1,"United States","US","Alaska","AK","02",30007,"Klawock, AK",1,55.55472222,-133.10166667,
"08A","Elizabeth Island Airport","Elizabeth Island, AK",1,"United States","US","Alaska","AK","02",30008,"Elizabeth Island, AK",1,59.15694444,-151.82916667,
"09A","Augustin Island","Homer, AK",1,"United States","US","Alaska","AK","02",30009,"Homer, AK",1,59.36277778,-153.43055556,
"1B1","Columbia County","Hudson, NY",22,"United States","US","New York","NY","36",30010,"Hudson, NY",22,42.29138889,-73.71027778,
"1B1","Columbia County","Hudson, NY",22,"United States","US","New York","NY","36",30010,"Hudson, NY",22,42.28888889,-73.71027778,
"1G4","Grand Canyon West","Peach Springs, AZ",81,"United States","US","Arizona","AZ","04",30011,"Peach Springs, AZ",81,35.98611111,-113.81694444,
"1G4","Grand Canyon West","Peach Springs, AZ",81,"United States","US","Arizona","AZ","04",30011,"Peach Springs, AZ",81,35.99027778,-113.81638889,
"1G4","Grand Canyon West","Peach Springs, AZ",81,"United States","US","Arizona","AZ","04",30011,"Peach Springs, AZ",81,35.99027778,-113.81638889,
"1G4","Grand Canyon West","Peach Springs, AZ",81,"United States","US","Arizona","AZ","04",30011,"Peach Springs, AZ",81,35.98611111,-113.81694444,
"1N7","Blairstown Airport","Blairstown, NJ",21,"United States","US","New Jersey","NJ","34",30012,"Blairstown, NJ",21,40.97111111,-74.99750000,
"1NY","Penn Yan Airport","Penn Yan, NY",22,"United States","US","New York","NY","36",36557,"Penn Yan, NY",22,42.63694444,-77.05277778,
"1NY","Penn Yan Airport","Penn Yan, NY",22,"United States","US","New York","NY","36",36557,"Penn Yan, NY",22,42.63722222,-77.05277778,
"1NY","Penn Yan Airport","Penn Yan, NY",22,"United States","US","New York","NY","36",36557,"Penn Yan, NY",22,42.63694444,-77.05277778,
"2NY","Sands Point Seaplane Base","Port Washington, NY",22,"United States","US","New York","NY","36",36802,"Port Washington, NY",22,40.82750000,-73.71694444,
"6B0","Middlebury State","Middlebury, VT",16,"United States","US","Vermont","VT","50",36431,"Middlebury, VT",16,43.98472222,-73.09583333,
"6B0","Middlebury State","Middlebury, VT",16,"United States","US","Vermont","VT","50",36431,"Middlebury, VT",16,43.98472222,-73.09583333,
"6B0","Middlebury State","Middlebury, VT",16,"United States","US","Vermont","VT","50",36431,"Middlebury, VT",16,43.98555556,-73.09555556,
"6B0","Middlebury State","Middlebury, VT",16,"United States","US","Vermont","VT","50",36431,"Middlebury, VT",16,43.98555556,-73.09555556,
"7AK","Akun Airport","Akun, AK",1,"United States","US","Alaska","AK","02",36553,"Akun, AK",1,54.14472222,-165.60416667,
"8F3","Crosbyton Municipal","Crosbyton, TX",74,"United States","US","Texas","TX","48",30013,"Crosbyton, TX",74,33.62388889,-101.24083333,
"A01","Blair Lake","Fairbanks/Ft. Wainwright, AK",1,"United States","US","Alaska","AK","02",31517,"Fairbanks, AK",1,64.36416667,-147.36138889,
"A01","Blair Lake","Fairbanks/Ft. Wainwright, AK",1,"United States","US","Alaska","AK","02",31517,"Fairbanks, AK",1,64.36361111,-147.36388889,
"A02","Deadmans Bay Airport","Deadmans Bay, AK",1,"United States","US","Alaska","AK","02",30015,"Deadmans Bay, AK",1,57.06666667,-153.93777778,
"A03","Hallo Bay Airport","Hallo Bay, AK",1,"United States","US","Alaska","AK","02",30016,"Hallo Bay, AK",1,58.45750000,-154.02333333,
"A04","Red Lake Airport","Red Lake, AK",1,"United States","US","Alaska","AK","02",30017,"Red Lake, AK",1,57.27722222,-154.34222222,
"A05","Shell Lake Airport","Shell Lake, AK",1,"United States","US","Alaska","AK","02",30018,"Shell Lake, AK",1,61.96388889,-151.55583333,
"A06","Navigator Airstrip","Kougarok, AK",1,"United States","US","Alaska","AK","02",30019,"Kougarok, AK",1,65.65555556,-165.35638889,
"A07","Roland Norton Memorial","Selawik, AK",1,"United States","US","Alaska","AK","02",30020,"Selawik, AK",1,66.76611111,-160.15277778,
"A07","Roland Norton Memorial Airstrip","Selawik, AK",1,"United States","US","Alaska","AK","02",30020,"Selawik, AK",1,66.76583333,-160.15250000,
"A08","Pillar Bay Airport","Pillar Bay, AK",1,"United States","US","Alaska","AK","02",30021,"Pillar Bay, AK",1,56.59805556,-134.24277778,
"A09","Johnstone Point Airport","Johnstone Point, AK",1,"United States","US","Alaska","AK","02",30022,"Johnstone Point, AK",1,60.48166667,-146.58416667,
"A09","Johnstone Point Airport","Johnstone Point, AK",1,"United States","US","Alaska","AK","02",30022,"Johnstone Point, AK",1,60.48222222,-146.58222222,
"A09","Johnstone Point Airport","Johnstone Point, AK",1,"United States","US","Alaska","AK","02",30022,"Johnstone Point, AK",1,60.48166667,-146.58416667,
"A09","Johnstone Point Airport","Johnstone Point, AK",1,"United States","US","Alaska","AK","02",30022,"Johnstone Point, AK",1,60.48222222,-146.58222222,
"A11","Bell Creek Airport","Bell Creek, AK",1,"United States","US","Alaska","AK","02",30024,"Bell Creek, AK",1,60.78388889,-159.54027778,
"A12","Cinnabar Airport","Cinnabar, AK",1,"United States","US","Alaska","AK","02",30025,"Cinnabar, AK",1,60.78527778,-158.86444444,
"A13","Mountaintop Mine Airport","Mountaintop Mine, AK",1,"United States","US","Alaska","AK","02",30026,"Mountaintop Mine, AK",1,61.39027778,-157.99555556,
"A14","Whitebear Airport","Whitebear, AK",1,"United States","US","Alaska","AK","02",30027,"Whitebear, AK",1,61.18888889,-159.85833333,
"A15","Puviaq Airport","Puviaq, AK",1,"United States","US","Alaska","AK","02",30028,"Puviaq, AK",1,70.71555556,-154.40694444,
"A15","Puviaq Airport","Puviaq, AK",1,"United States","US","Alaska","AK","02",30028,"Puviaq, AK",1,70.71861111,-154.38833333,
"A16","Arley Lake Airport","Arley Lake, AK",1,"United States","US","Alaska","AK","02",30029,"Arley Lake, AK",1,70.74694444,-155.36083333,
"A17","Port Vita Airport","Port Vita, AK",1,"United States","US","Alaska","AK","02",30030,"Port Vita, AK",1,58.06555556,-153.07250000,
"A18","Kantishna Airport","Kantishna, AK",1,"United States","US","Alaska","AK","02",30031,"Kantishna, AK",1,63.54111111,-150.99500000,
"A18","Kantishna Airport","Kantishna, AK",1,"United States","US","Alaska","AK","02",30031,"Kantishna, AK",1,63.54166667,-150.99388889,
"A18","Kantishna Airport","Kantishna, AK",1,"United States","US","Alaska","AK","02",30031,"Kantishna, AK",1,63.54111111,-150.99500000,
"A18","Kantishna Airport","Kantishna, AK",1,"United States","US","Alaska","AK","02",30031,"Kantishna, AK",1,63.54166667,-150.99388889,
"A1K","Point Thomson Airstrip","Deadhorse1, AK",1,"United States","US","Alaska","AK","02",36651,"Deadhorse1, AK",1,70.13611111,-146.29000000,
"A1L","Cullman Regional Folsom Field","Cullman, AL",51,"United States","US","Alabama","AL","01",36783,"Cullman, AL",51,34.26861111,-86.85805556,
"A20","Alpine Airstrip","Alpine, AK",1,"United States","US","Alaska","AK","02",30033,"Alpine, AK",1,70.34416667,-150.94472222,
"A21","Serpentine Airport","Serpentine, AK",1,"United States","US","Alaska","AK","02",30034,"Serpentine, AK",1,65.85138889,-164.70277778,
"A22","Driftwood Bay Airport","Driftwood Bay, AK",1,"United States","US","Alaska","AK","02",30035,"Driftwood Bay, AK",1,53.97277778,-166.85694444,
"A23","Bradley Lake Airport","Bradley Lake, AK",1,"United States","US","Alaska","AK","02",30036,"Bradley Lake, AK",1,59.77611111,-151.96361111,
"A24","Chilkat Lake Airport","Chilkat Lake, AK",1,"United States","US","Alaska","AK","02",30037,"Chilkat Lake, AK",1,59.33166667,-135.89666667,
"A25","Nugget Creek Airport","Nugget Creek, AK",1,"United States","US","Alaska","AK","02",30038,"Nugget Creek, AK",1,59.28833333,-136.17388889,
"A26","Ivotuk Airstrip","Ivotuk, AK",1,"United States","US","Alaska","AK","02",30039,"Ivotuk, AK",1,68.48333333,-155.73333333,
"A27","Pogo Mines Airport","Pogo Mines, AK",1,"United States","US","Alaska","AK","02",30040,"Pogo Mines, AK",1,64.44000000,-144.93638889,
"A28","Ayakulik River Airport","Ayakulik River, AK",1,"United States","US","Alaska","AK","02",30041,"Ayakulik River, AK",1,57.25388889,-154.42222222,
"A29","Kiluda Bay Airport","Kiluda Bay, AK",1,"United States","US","Alaska","AK","02",30042,"Kiluda Bay, AK",1,57.32305556,-153.14944444,
"A2K","Bartletts Airport","Bartletts, AK",1,"United States","US","Alaska","AK","02",30770,"Bartletts, AK",1,58.23305556,-157.36638889,
"A2L","Isbell Field","Fort Payne, AL",51,"United States","US","Alabama","AL","01",36782,"Fort Payne, AL",51,34.47361111,-85.72138889,
"A30","Terror Lake Airport","Terror Lake, AK",1,"United States","US","Alaska","AK","02",30043,"Terror Lake, AK",1,57.96388889,-153.05833333,
"A31","Selief Bay Airport","Selief Bay, AK",1,"United States","US","Alaska","AK","02",30044,"Selief Bay, AK",1,58.98277778,-153.18333333,
"A34","Laura Lake Airport","Laura Lake, AK",1,"United States","US","Alaska","AK","02",30047,"Laura Lake, AK",1,58.36194444,-152.31222222,
"A35","Bullen Point AFS","Kaktovik, AK",1,"United States","US","Alaska","AK","02",31828,"Kaktovik, AK",1,70.17277778,-146.83611111,
"A36","Deep Bay Airport","Deep Bay, AK",1,"United States","US","Alaska","AK","02",30049,"Deep Bay, AK",1,55.56027778,-131.65555556,
"A37","Kako Airport","Kako, AK",1,"United States","US","Alaska","AK","02",30050,"Kako, AK",1,61.89888889,-161.43972222,
"A37","Kako Airport","Kako, AK",1,"United States","US","Alaska","AK","02",30050,"Kako, AK",1,61.89888889,-161.43805556,
"A38","Molly Creek Airport","Molly Creek, AK",1,"United States","US","Alaska","AK","02",30051,"Molly Creek, AK",1,64.09722222,-143.26666667,
"A39","Ptarmigan Lake Airport","Ptarmigan Lake, AK",1,"United States","US","Alaska","AK","02",30052,"Ptarmigan Lake, AK",1,61.86611111,-141.15972222,
"A3K","Smith Bay Airport","Smith Bay, AK",1,"United States","US","Alaska","AK","02",36677,"Smith Bay, AK",1,70.76583333,-154.23083333,
"A40","Cape Simpson Airport","Cape Simpson, AK",1,"United States","US","Alaska","AK","02",30053,"Cape Simpson, AK",1,71.05694444,-154.72833333,
"A41","Kogru River Airport","Kogru River, AK",1,"United States","US","Alaska","AK","02",30054,"Kogru River, AK",1,70.57472222,-152.25888889,
"A41","Kogru River Airport","Kogru River, AK",1,"United States","US","Alaska","AK","02",30054,"Kogru River, AK",1,70.57611111,-152.27111111,
"A42","Teshepkuk Lake Airport","Teshepkuk Lake, AK",1,"United States","US","Alaska","AK","02",30055,"Teshepkuk Lake, AK",1,70.35833333,-153.19666667,
"A43","Trident Basin Seaplane Base","Kodiak Island, AK",1,"United States","US","Alaska","AK","02",30056,"Kodiak Island, AK",1,57.78083333,-152.39111111,
"A45","Lake Florence Airport","Lake Florence, AK",1,"United States","US","Alaska","AK","02",30058,"Lake Florence, AK",1,57.81666667,-134.58333333,
"A46","Lake Hasselborg Airport","Lake Hasselborg, AK",1,"United States","US","Alaska","AK","02",30059,"Lake Hasselborg, AK",1,57.70000000,-134.26666667,
"A47","Distin Lake Airport","Distin Lake, AK",1,"United States","US","Alaska","AK","02",30060,"Distin Lake, AK",1,57.61666667,-134.36666667,
"A48","Port Hobron Airport","Port Hobron, AK",1,"United States","US","Alaska","AK","02",30061,"Port Hobron, AK",1,57.15000000,-153.15000000,
"A49","Mooseville Airstrip Airport","Mooseville Airstrip, AK",1,"United States","US","Alaska","AK","02",30062,"Mooseville Airstrip, AK",1,70.28444444,-152.21194444,
"A4K","Dune Lake Airport","Dune Lake, AK",1,"United States","US","Alaska","AK","02",36679,"Dune Lake, AK",1,64.42138889,-149.89444444,
"A50","Big Bay Airport","Big Bay, AK",1,"United States","US","Alaska","AK","02",30063,"Big Bay, AK",1,58.56250000,-152.59611111,
"A51","Wien Lake Airport","Wien Lake, AK",1,"United States","US","Alaska","AK","02",30064,"Wien Lake, AK",1,64.35277778,-151.27500000,
"A52","Silver Salmon Creek Airport","Silver Salmon Creek, AK",1,"United States","US","Alaska","AK","02",30065,"Silver Salmon Creek, AK",1,59.96388889,-152.68222222,
"A53","Blear Lake Airport","Blear Lake, AK",1,"United States","US","Alaska","AK","02",30066,"Blear Lake, AK",1,64.33333333,-147.50000000,
"A54","Cannery Bay Airport","Cannery Bay, AK",1,"United States","US","Alaska","AK","02",30067,"Cannery Bay, AK",1,53.68333333,-166.75000000,
"A56","Johnsons Landing","Bear Lake, AK",1,"United States","US","Alaska","AK","02",30069,"Bear Lake, AK",1,56.03666667,-160.26611111,
"A57","International Seafoods Airport","International Seafoods, AK",1,"United States","US","Alaska","AK","02",36440,"International Seafoods, AK",1,58.26666667,-157.53333333,
"A58","Cosna River Airport","Cosna River, AK",1,"United States","US","Alaska","AK","02",30071,"Cosna River, AK",1,64.50000000,-151.66666667,
"A59","Ivatuk Airport","Ivatuk, AK",1,"United States","US","Alaska","AK","02",30072,"Ivatuk, AK",1,68.48777778,-155.75750000,
"A5K","Paxson Airport","Paxson, AK",1,"United States","US","Alaska","AK","02",36775,"Paxson, AK",1,63.02444444,-145.50055556,
"A5K","Paxson Airport","Paxson, HI",2,"United States","US","Hawaii","HI","15",36774,"Paxson, HI",2,63.02444444,-145.50055556,
"A61","Cape Sarichef AFS","Cape Sarichef, AK",1,"United States","US","Alaska","AK","02",30074,"Cape Sarichef, AK",1,54.58333333,-164.91250000,
"A61","Cape Sarichef Airport","Cape Sarichef, AK",1,"United States","US","Alaska","AK","02",30074,"Cape Sarichef, AK",1,54.58250000,-164.91444444,
"A62","Taylor Mountain","Taylor Mountain Mine, AK",1,"United States","US","Alaska","AK","02",30075,"Taylor Mountain Mine, AK",1,60.86777778,-157.39194444,
"A63","Coal Creek","Yukon Charley Rivvers, AK",1,"United States","US","Alaska","AK","02",30076,"Yukon Charley Rivvers, AK",1,65.31111111,-143.13527778,
"A63","Coal Creek","Yukon Charley Rivvers, AK",1,"United States","US","Alaska","AK","02",30076,"Yukon Charley Rivvers, AK",1,65.31138889,-143.13555556,
"A63","Coal Creek","Yukon Charley Rivvers, AK",1,"United States","US","Alaska","AK","02",30076,"Yukon Charley Rivvers, AK",1,65.31166667,-143.13416667,
"A63","Coal Creek","Yukon Charley Rivvers, AK",1,"United States","US","Alaska","AK","02",30076,"Yukon Charley Rivvers, AK",1,65.31138889,-143.13555556,
"A63","Coal Creek","Yukon Charley Rivvers, AK",1,"United States","US","Alaska","AK","02",30076,"Yukon Charley Rivvers, AK",1,65.31166667,-143.13416667,
"A65","Karluk Portage Airport","Karluk Portage, AK",1,"United States","US","Alaska","AK","02",30078,"Karluk Portage, AK",1,57.53833333,-154.16444444,
"A66","Hope Airport","Hope, AK",1,"United States","US","Alaska","AK","02",30079,"Hope, AK",1,60.90555556,-149.62388889,
"A66","Hope Airport","Hope, AK",1,"United States","US","Alaska","AK","02",30079,"Hope, AK",1,60.90416667,-149.62388889,
"A66","Hope Airport","Hope, AK",1,"United States","US","Alaska","AK","02",30079,"Hope, AK",1,60.90722222,-149.62277778,
"A66","Hope Airport","Hope, AK",1,"United States","US","Alaska","AK","02",30079,"Hope, AK",1,60.90416667,-149.62388889,
"A66","Hope Airport","Hope, AK",1,"United States","US","Alaska","AK","02",30079,"Hope, AK",1,60.90722222,-149.62277778,
"A67","Viekoda Bay Airport","Viekoda Bay, AK",1,"United States","US","Alaska","AK","02",30080,"Viekoda Bay, AK",1,57.84944444,-153.11527778,
"A69","Cathedral Strip","Cold Bay, AK",1,"United States","US","Alaska","AK","02",30082,"Cold Bay, AK",1,55.74000000,-162.12527778,
"A6K","Van Curlers Sandbar","Fairbanks1, AK",1,"United States","US","Alaska","AK","02",36699,"Fairbanks1, AK",1,65.04472222,-145.42305556,
"A70","Village Islands Airport","Village Islands, AK",1,"United States","US","Alaska","AK","02",30083,"Village Islands, AK",1,57.77416667,-153.54472222,
"A71","Bear Cove Farm","Homer, AK",1,"United States","US","Alaska","AK","02",30009,"Homer, AK",1,59.73833333,-151.03000000,
"A72","Chinitna Bay Airport","Chinitna Bay, AK",1,"United States","US","Alaska","AK","02",30085,"Chinitna Bay, AK",1,59.83333333,-152.58472222,
"A73","McKinley National Park","McKinley Park, AK",1,"United States","US","Alaska","AK","02",30086,"McKinley Park, AK",1,63.73250000,-148.91055556,
"A74","Dog Fish Bay","Nanwalek, AK",1,"United States","US","Alaska","AK","02",32649,"Nanwalek, AK",1,59.24111111,-151.87722222,
"A75","Malina Bay Airport","Malina Bay, AK",1,"United States","US","Alaska","AK","02",30088,"Malina Bay, AK",1,58.17194444,-152.89416667,
"A76","Red Fox Bay Airport","Red Fox Bay, AK",1,"United States","US","Alaska","AK","02",30089,"Red Fox Bay, AK",1,58.46444444,-152.59305556,
"A77","Shearwater Airport","Shearwater, AK",1,"United States","US","Alaska","AK","02",30090,"Shearwater, AK",1,57.34333333,-152.89722222,
"A78","Lake","Cape Simpson, AK",1,"United States","US","Alaska","AK","02",30053,"Cape Simpson, AK",1,71.03000000,-154.44361111,
"A79","Cape Simpson No. 1","Cape Simpson, AK",1,"United States","US","Alaska","AK","02",30053,"Cape Simpson, AK",1,71.50166667,-154.03388889,
"A7K","Nakochna Airport","Nakochna, AK",1,"United States","US","Alaska","AK","02",36702,"Nakochna, AK",1,62.03611111,-151.45222222,
"A80","Cape Simpson No. 7","Cape Simpson, AK",1,"United States","US","Alaska","AK","02",30053,"Cape Simpson, AK",1,70.57388889,-155.32138889,
"A81","Cape Simpson #1","Aglaq, AK",1,"United States","US","Alaska","AK","02",30094,"Aglaq, AK",1,70.66277778,-154.83666667,
"A82","Nikiski Private Airstrip","Nikiski, AK",1,"United States","US","Alaska","AK","02",30095,"Nikiski, AK",1,60.69027778,-151.28888889,
"A83","Petrof Point Airport","Petrof Point, AK",1,"United States","US","Alaska","AK","02",30096,"Petrof Point, AK",1,59.37638889,-150.76500000,
"A84","Denali West Lodge Private","Denali, AK",1,"United States","US","Alaska","AK","02",30097,"Denali, AK",1,63.75555556,-147.93000000,
"A85","Big River Airport","Big River, AK",1,"United States","US","Alaska","AK","02",30098,"Big River, AK",1,61.85944444,-154.27666667,
"A87","Carry Inlet Airport","Carry Inlet, AK",1,"United States","US","Alaska","AK","02",30100,"Carry Inlet, AK",1,58.58305556,-152.44583333,
"A89","Montague Island Airport","Montague Island, AK",1,"United States","US","Alaska","AK","02",30102,"Montague Island, AK",1,59.92500000,-147.51666667,
"A90","Shannon Pond Airport","Shannon Pond, AK",1,"United States","US","Alaska","AK","02",30103,"Shannon Pond, AK",1,59.03916667,-158.46388889,
"A91","Omalik Lagoon Airport","Omalik Lagoon, AK",1,"United States","US","Alaska","AK","02",30104,"Omalik Lagoon, AK",1,69.15555556,-163.49722222,
"A92","Omolik Lagoon Airport","Omolik Lagoon, AK",1,"United States","US","Alaska","AK","02",30105,"Omolik Lagoon, AK",1,69.14805556,-163.51027778,
"A93","Bradley Lake Project Airport","Bradley Lake Project, AK",1,"United States","US","Alaska","AK","02",30106,"Bradley Lake Project, AK",1,59.79166667,-151.26666667,
"A94","Ice Strip","Barrow, AK",1,"United States","US","Alaska","AK","02",30107,"Barrow, AK",1,70.57416667,-155.31805556,
"A95","Ice Strip","Barrow, AK",1,"United States","US","Alaska","AK","02",30107,"Barrow, AK",1,70.31194444,-153.24916667,
"A96","Ice Strip","Barrow, AK",1,"United States","US","Alaska","AK","02",30107,"Barrow, AK",1,70.98083333,-157.09500000,
"A97","Akulik Air Strip","Akulik, AK",1,"United States","US","Alaska","AK","02",30110,"Akulik, AK",1,68.98555556,-163.47972222,
"A98","Deadfall Air Strip","Deadfall, AK",1,"United States","US","Alaska","AK","02",30111,"Deadfall, AK",1,69.17083333,-163.25638889,
"A99","Eagle Creek Airport","Eagle Creek, AK",1,"United States","US","Alaska","AK","02",30112,"Eagle Creek, AK",1,68.67666667,-162.64694444,
"AA1","Ice Kong","Bethel, AK",1,"United States","US","Alaska","AK","02",30113,"Bethel, AK",1,59.95277778,-162.61694444,
"AA2","Icicle Seafoods","Naknek-1, AK",1,"United States","US","Alaska","AK","02",36645,"Naknek-1, AK",1,58.70944444,-157.07138889,
"AA4","Glacier Split","Kachemak Bay, AK",1,"United States","US","Alaska","AK","02",30116,"Kachemak Bay, AK",1,59.63333333,-151.20833333,
"AA5","Selby Lake Airport","Selby Lake, AK",1,"United States","US","Alaska","AK","02",30117,"Selby Lake, AK",1,66.95583333,-155.61500000,
"AA7","Independence Creek Airport","Independence Creek, AK",1,"United States","US","Alaska","AK","02",36466,"Independence Creek, AK",1,65.67361111,-162.46416667,
"AA8","Badami","Deadhorse, AK",1,"United States","US","Alaska","AK","02",30073,"Deadhorse, AK",1,70.13750000,-147.03055556,
"AA9","Napaimute Pioneer Airfield","Napaimute, AK",1,"United States","US","Alaska","AK","02",36776,"Napaimute, AK",1,61.53638889,-158.73888889,
"AAA","Anaa Airport","Anaa, French Polynesia",823,"French Polynesia","PF","","","",30118,"Anaa, French Polynesia",823,-17.35388889,-145.50972222,
"AAA","Anaa Airport","Anaa, French Polynesia",823,"French Polynesia","PF","","","",30118,"Anaa, French Polynesia",823,-17.35250000,-145.51000000,
"AAB","Arrabury Station","Arrabury, Australia",802,"Australia","AU","","","",30119,"Arrabury, Australia",802,-26.70000000,141.04166667,
"AAC","El Arish International","El Arish, Egypt",591,"Egypt","EG","","","",30120,"El Arish, Egypt",591,31.07638889,33.83333333,
"AAC","El Arish International","El Arish, Egypt",591,"Egypt","EG","","","",30120,"El Arish, Egypt",591,31.07333333,33.83583333,
"AAD","Ad-Dabbah Airport","Ad-Dabbah, Sudan",583,"Sudan","SD","","","",36385,"Ad-Dabbah, Sudan",583,18.05000000,30.93361111,
"AAE","Rabah Bitat","Annaba, Algeria",500,"Algeria","DZ","","","",30121,"Annaba, Algeria",500,36.82166667,7.81000000,
"AAE","Rabah Bitat","Annaba, Algeria",500,"Algeria","DZ","","","",30121,"Annaba, Algeria",500,36.82222222,7.80944444,
"AAF","Apalachicola Regional","Apalachicola, FL",33,"United States","US","Florida","FL","12",30122,"Apalachicola, FL",33,29.72750000,-85.02750000,
"AAF","Apalachicola Regional Cleve Randolph Field","Apalachicola, FL",33,"United States","US","Florida","FL","12",30122,"Apalachicola, FL",33,29.72750000,-85.02750000,
"AAF","Apalachicola Regional","Apalachicola, FL",33,"United States","US","Florida","FL","12",30122,"Apalachicola, FL",33,29.72750000,-85.02750000,
"AAF","Apalachicola Regional Cleve Randolph Field","Apalachicola, FL",33,"United States","US","Florida","FL","12",30122,"Apalachicola, FL",33,29.72750000,-85.02750000,
"AAH","Aachen/Merzbruck","Aachen, West Germany",429,"West Germany","DE","","","",30123,"Aachen, West Germany",429,50.82305556,6.18611111,
"AAH","Aachen/Merzbruck","Aachen, Germany",429,"Germany","DE","","","",30123,"Aachen, Germany",429,50.82305556,6.18611111,
"AAH","Aachen/Merzbruck","Aachen, Germany",429,"Germany","DE","","","",30123,"Aachen, Germany",429,50.82305556,6.18750000,
"AAH","Aachen Merzbrueck","Aachen, Germany",429,"Germany","DE","","","",30123,"Aachen, Germany",429,50.82305556,6.18750000,
"AAH","Aachen Merzbruck","Aachen, Germany",429,"Germany","DE","","","",30123,"Aachen, Germany",429,50.82305556,6.18750000,
"AAH","Aachen Merzbrueck","Aachen, Germany",429,"Germany","DE","","","",30123,"Aachen, Germany",429,50.82305556,6.18750000,
"AAI","Arraias Airport","Arraias, Brazil",316,"Brazil","BR","","","",30124,"Arraias, Brazil",316,-12.91666667,-46.93333333,
"AAI","Arraias Airport","Arraias, Brazil",316,"Brazil","BR","","","",30124,"Arraias, Brazil",316,-13.02500000,-46.88416667,
"AAI","Arraias Airport","Arraias, Brazil",316,"Brazil","BR","","","",30124,"Arraias, Brazil",316,-13.02583333,-46.88361111,
"AAI","Arraias Airport","Arraias, Brazil",316,"Brazil","BR","","","",30124,"Arraias, Brazil",316,-13.02500000,-46.88416667,
"AAI","Arraias Airport","Arraias, Brazil",316,"Brazil","BR","","","",30124,"Arraias, Brazil",316,-13.02583333,-46.88361111,
"AAL","Aalborg Airport","Aalborg, Denmark",419,"Denmark","DK","","","",30125,"Aalborg, Denmark",419,57.09305556,9.85000000,
"AAL","Aalborg Airport","Aalborg, Denmark",419,"Denmark","DK","","","",30125,"Aalborg, Denmark",419,57.09277778,9.84916667,
"AAM","Malamala","Mala Mala, South Africa",562,"South Africa","ZA","","","",30126,"Mala Mala, South Africa",562,-24.80833333,31.54166667,
"AAM","Malamala","Mala Mala, South Africa",562,"South Africa","ZA","","","",30126,"Mala Mala, South Africa",562,-24.81694444,31.54416667,
"AAN","Al Ain International","Al Ain, United Arab Emirates",678,"United Arab Emirates","AE","","","",30127,"Al Ain, United Arab Emirates",678,24.26166667,55.60916667,
"AAN","Al Ain International","Al Ain, United Arab Emirates",678,"United Arab Emirates","AE","","","",30127,"Al Ain, United Arab Emirates",678,24.26194444,55.60750000,
"AAN","Al Ain International","Al Ain, United Arab Emirates",678,"United Arab Emirates","AE","","","",30127,"Al Ain, United Arab Emirates",678,24.26166667,55.60916667,
"AAO","Anaco Airport","Anaco, Venezuela",388,"Venezuela","VE","","","",30128,"Anaco, Venezuela",388,9.43194444,-64.46388889,
"AAO","Anaco Airport","Anaco, Venezuela",388,"Venezuela","VE","","","",30128,"Anaco, Venezuela",388,9.43027778,-64.47083333,
"AAO","Anaco Airport","Anaco, Venezuela",388,"Venezuela","VE","","","",30128,"Anaco, Venezuela",388,9.43000000,-64.47083333,
"AAO","Anaco Airport","Anaco, Venezuela",388,"Venezuela","VE","","","",30128,"Anaco, Venezuela",388,9.43027778,-64.47083333,
"AAO","Anaco Airport","Anaco, Venezuela",388,"Venezuela","VE","","","",30128,"Anaco, Venezuela",388,9.43000000,-64.47083333,
"AAQ","Vityazevo","Anapa, Russia",475,"Russia","RU","","","",30129,"Anapa, Russia",475,44.90000000,37.31666667,
"AAQ","Vityazevo","Anapa, Russia",475,"Russia","RU","","","",30129,"Anapa, Russia",475,45.00222222,37.34722222,
"AAQ","Anapa Airport","Anapa, Russia",475,"Russia","RU","","","",30129,"Anapa, Russia",475,45.00222222,37.34722222,
"AAQ","Vityazevo","Anapa, Russia",475,"Russia","RU","","","",30129,"Anapa, Russia",475,45.00222222,37.34722222,
"AAR","Tirstrup","Aarhus, Denmark",419,"Denmark","DK","","","",30130,"Aarhus, Denmark",419,56.31027778,10.61805556,
"AAR","Tirstrup","Aarhus, Denmark",419,"Denmark","DK","","","",30130,"Aarhus, Denmark",419,56.30388889,10.62000000,
